13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
12,12,12,12,12,12,12,12,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,7,7,7,7,7,7,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,12
12,7,7,7,7,7,7,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12
12,1,1,1,12,12,12,12,12,12,12,12,5,5,12,12,12,12,12,12,12,12,12,12,12
12,1,14,1,12,12,12,12,12,12,12,12,5,5,5,5,5,5,12,12,12,12,12,5,5
12,1,1,1,12,12,12,12,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,5,12
12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,2,2,12,12,12,5,12
12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,2,2,12,12,12,5,12
2,2,2,2,2,12,5,5,5,5,12,12,12,5,5,5,5,5,5,2,12,12,12,5,12
5,5,5,5,5,5,5,5,5,5,12,12,12,5,5,5,5,5,5,5,12,12,12,5,12
5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,5,5,5,5,12,12,12,5,5
5,5,5,5,5,5,5,5,12,12,2,2,2,12,12,5,5,5,5,5,12,12,5,5,12
5,5,5,5,5,5,5,5,12,12,2,2,2,12,12,5,5,5,5,5,12,12,5,12,12
5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,5,5,5,5,12,12,5,12,12
12,5,5,5,5,5,5,5,5,5,12,12,12,5,5,5,5,5,5,5,12,12,5,12,12
