12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12
12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,12
2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,2,2
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,2,2,2
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,2,2,2,2
10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,2,2,2,2,12
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,12,12,2,2,2,2,12
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,12,12
10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,12,2
10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,2,0,0,0,2,2,2,2,12,2
12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,2,0,3,0,2,2,2,2,12,2
12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,2,0,0,0,2,2,2,2,12,2
12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,12,2
12,12,12,12,12,10,10,12,10,10,10,10,10,10,10,2,2,2,2,12,12,2,2,2,2
12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,2,2,2,12,12,12,2,2,2,2
12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,2,12,12,12,12,12,12,2,2,12
