90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,160,160,160,90,90,90,90,90,90,90,90,90,0
90,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,90,160,160,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,90,90,90,90,90
90,90,90,90,90,90,90,90,160,90,160,160,160,160,160,160,160,160,160,160,160,90,90,90,0
90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,160,160,160,160,160,90,90,0
90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,160,160,160,160,160,90,90,0
90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,160,160,160,160,90,90,0
90,90,90,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,90,90,0
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,90,0
90,90,90,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,160,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,160,160,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,160,90,160,160,160,160,160,160,160,160,0
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,0
160,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,160,160,160,160,0
160,160,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,160,160,160,0
160,160,90,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,160,160,90
160,160,90,90,90,90,90,90,90,90,90,90,90,160,160,160,160,160,160,160,160,160,160,160,0
160,190,90,90,90,90,90,90,160,90,90,160,160,160,160,160,160,160,160,160,160,160,160,160,90
0,0,0,0,90,90,90,90,90,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,90
0,0,0,0,90,190,160,90,90,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,90
0,160,0,0,90,0,0,90,90,90,90,160,160,160,160,160,160,160,160,160,160,160,160,160,90
0,160,0,0,0,0,0,0,90,90,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
90,90,0,0,0,0,0,160,90,90,90,160,160,160,160,160,160,160,160,160,160,160,160,160,160
90,90,0,0,0,0,160,160,160,90,90,160,160,160,160,160,160,160,160,160,160,160,160,160,160
