17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
16,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,
16,16,16,16,16,15,16,16,15,16,16,16,16,16,2,2,16,16,16,16,16,16,16,16,16,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,2,2,16,16,16,16,16,16,16,16,16,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,2,2,16,16,16,16,16,16,16,16,16,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,2,2,16,16,16,16,16,16,16,16,16,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,2,2,2,5,5,5,5,5,16,16,16,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,0,0,0,5,5,5,5,5,5,16,16,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,0,3,0,5,5,5,5,5,5,16,16,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,0,0,0,5,5,5,5,5,5,5,16,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,2,2,2,5,5,5,5,5,5,5,5,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,16,16,16,5,5,5,5,5,5,5,5,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,16,16,16,16,5,5,5,5,2,2,5,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,16,16,16,16,5,5,5,5,2,2,5,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,16,16,16,5,5,5,5,5,5,5,5,
16,16,9,16,16,9,16,16,7,16,16,7,16,16,16,16,2,5,5,5,5,5,5,5,16,
