17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,2,2,2,2,2,2,2,2,
17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,2,9,9,9,9,9,9,9,
17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,
17,17,17,17,17,17,16,16,16,16,16,2,16,16,16,16,16,16,9,9,9,9,9,9,9,
17,17,17,17,17,17,16,16,16,16,16,2,9,9,9,9,16,16,9,9,9,9,16,9,9,
17,17,17,17,17,16,16,16,16,2,2,2,9,9,9,9,9,16,16,9,9,9,9,9,9,
17,17,17,17,17,16,16,16,16,2,2,9,9,9,9,9,9,16,9,9,9,9,9,9,9,
17,17,17,17,17,16,16,16,16,2,2,9,9,9,9,9,9,9,9,9,9,16,16,9,9,
17,17,17,17,17,16,16,16,16,2,2,9,9,9,9,9,9,9,9,9,9,9,16,9,9,
17,17,17,17,17,16,16,16,16,2,2,2,9,9,9,9,9,9,9,9,9,9,16,9,9,
17,17,17,17,17,16,16,16,16,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,
17,17,17,17,17,16,16,16,16,2,2,2,9,9,9,9,9,9,9,16,9,9,9,9,9,
17,17,17,17,17,16,16,16,16,16,16,2,9,9,9,9,16,9,9,9,9,9,9,9,9,
17,17,17,17,17,16,16,16,16,16,16,2,9,9,9,9,9,9,9,9,9,9,9,9,9,
