120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,90,0,90,0,0,90
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,90,0,0,90,0,90
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,90,90,0,0,0,90
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,90,90,90,90,90,90,0,90
120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,90,90,90,90,90,90,90,90,0,20
120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,90,90,90,90,90,90,90,90,90,20
120,120,120,120,120,120,120,120,120,120,120,120,120,90,90,0,0,90,90,90,90,90,90,0,20
30,120,120,120,120,120,120,120,120,120,120,120,120,90,90,0,0,0,90,0,0,0,0,0,90
30,120,120,120,120,120,120,120,120,120,120,120,120,90,90,0,0,0,90,0,0,0,90,0,20
30,120,120,120,120,120,120,120,120,120,120,120,120,120,90,0,0,0,90,0,0,90,0,0,90
30,120,120,120,120,120,120,120,120,120,120,120,120,120,90,90,0,0,0,0,0,90,0,0,90
120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,90,90,90,90,90,0,0,0,0,20
120,120,120,120,120,120,120,120,120,120,120,120,120,120,90,90,90,90,90,90,0,90,90,90,20
120,120,120,120,120,120,120,120,120,120,120,90,90,90,90,90,90,90,90,90,0,90,90,90,20
120,120,120,120,120,120,120,120,120,120,90,90,90,90,90,90,90,90,90,90,0,90,90,90,90
120,120,120,120,120,90,90,90,120,120,90,0,0,0,0,0,0,0,0,0,0,0,0,90,90
120,120,120,120,120,90,90,90,120,120,90,0,0,0,90,0,0,0,0,0,0,0,0,90,90
120,120,90,90,90,90,90,120,120,120,90,0,0,0,0,0,0,90,90,0,0,90,0,90,90
120,120,90,90,90,90,90,120,120,120,90,90,0,0,0,90,0,90,90,90,90,0,0,90,90
90,90,90,90,90,90,90,120,120,120,90,90,90,0,0,0,0,90,90,90,90,0,0,90,90
0,0,90,90,90,90,90,120,120,120,90,90,90,0,0,0,0,8,90,90,0,0,0,90,90
0,0,90,90,90,90,90,120,120,120,120,120,90,0,0,0,0,0,90,90,0,0,0,90,90
0,0,0,90,90,90,90,120,120,120,120,120,90,90,90,0,0,0,0,0,0,0,0,90,90
0,0,0,90,90,90,90,120,120,120,120,120,90,90,90,90,90,0,0,0,0,90,90,90,90
90,90,0,0,90,90,120,120,120,120,120,120,120,90,90,90,90,0,0,90,0,90,90,90,90
