11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,7,11,11,11,11,11,
11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,7,11,11,11,11,11,
11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,12,12,
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7,12,
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7,12,
12,12,12,12,12,2,2,2,2,2,3,6,12,2,2,2,2,2,2,7,7,7,7,7,7,
12,12,12,12,12,2,2,2,2,2,12,2,2,2,12,2,2,2,2,7,7,7,7,7,7,
12,12,12,12,12,2,2,2,12,2,12,2,2,2,2,2,2,2,2,2,7,7,7,7,7,
12,12,12,12,12,2,2,2,2,2,12,2,2,2,3,12,2,2,2,2,7,7,7,7,7,
12,12,12,12,12,4,2,2,12,2,2,2,2,2,12,12,12,2,2,2,7,7,7,7,7,
12,12,12,12,12,2,2,2,2,12,4,12,12,12,12,12,12,12,2,2,6,7,7,7,12,
2,2,2,2,2,2,3,2,2,2,6,12,12,12,12,12,12,12,2,6,2,7,7,7,12,
12,12,12,12,12,2,2,12,2,2,12,12,12,12,12,12,12,12,12,12,3,7,7,7,12,
12,12,12,12,12,2,12,2,6,2,2,12,12,12,12,12,12,12,12,12,12,7,7,12,12,
12,12,12,12,12,2,4,12,2,2,2,12,12,12,12,12,12,12,12,12,12,12,7,12,12,
12,12,12,2,2,2,12,12,12,12,2,2,12,12,12,12,12,12,12,12,12,7,7,12,12,
12,12,12,2,12,2,12,12,12,2,2,2,7,12,12,12,12,12,12,7,7,7,7,7,12,
12,12,2,2,12,2,2,12,2,12,2,12,7,7,7,12,12,12,7,7,7,7,7,7,7,
