11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,
11,11,11,11,12,12,12,12,12,12,12,12,12,12,4,12,12,12,12,12,12,12,11,11,11,
11,11,11,11,12,12,12,12,12,4,12,12,12,2,2,2,12,12,12,2,12,12,12,12,11,
11,11,11,11,12,12,12,12,12,6,2,4,2,2,2,2,2,12,12,6,12,12,12,12,11,
11,11,11,11,12,12,12,12,2,3,2,4,2,2,2,2,2,2,3,4,2,12,12,12,11,
11,11,12,12,12,12,12,2,2,2,2,2,2,2,2,2,12,2,2,2,12,2,2,12,12,
11,11,12,12,12,12,12,2,4,2,2,12,2,2,2,2,2,2,2,2,2,2,2,12,12,
11,11,12,12,12,12,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,12,12,12,12,
11,12,12,12,2,3,2,2,4,2,2,12,2,2,2,4,2,2,2,12,6,2,12,2,2,
11,12,12,2,2,2,2,2,2,2,2,2,4,2,2,2,12,4,2,12,2,12,2,2,2,
11,12,12,2,2,2,2,2,2,2,2,6,2,4,2,2,2,2,2,2,2,2,2,2,3,
11,12,2,12,2,2,12,2,2,2,2,2,2,3,12,2,2,2,2,2,12,12,2,2,2,
11,12,12,3,2,2,2,2,2,2,12,3,2,12,12,12,2,2,2,2,2,2,2,2,2,
11,12,12,2,2,2,2,2,2,2,2,2,3,12,12,12,12,12,2,2,2,2,2,12,12,
11,12,12,2,2,2,2,2,2,2,2,2,12,2,12,12,12,2,12,2,2,2,2,12,12,
11,12,12,12,2,2,12,6,2,2,2,6,2,2,12,12,2,2,2,4,12,2,2,12,19,
11,12,12,12,2,6,2,2,12,4,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,
11,12,12,12,2,2,4,12,12,12,12,12,2,2,2,2,2,6,12,2,12,2,2,12,2,
11,12,12,12,2,2,2,12,12,12,12,12,2,2,2,2,2,12,2,2,2,2,12,12,12,
11,11,12,12,12,2,2,3,12,12,12,12,12,6,3,2,12,2,2,2,2,12,12,12,12,
11,11,12,12,12,2,2,2,12,12,12,12,12,12,2,2,2,2,4,2,2,2,12,12,12,
11,11,12,12,12,12,2,2,2,2,12,12,2,2,2,2,2,2,2,2,2,2,2,12,12,
