12,12,6,12,12,12,12,12,12,6,12,12,12,12,12,12,8,12,12,12,5,5,5,12,12,
12,12,6,12,12,12,12,12,12,6,12,12,12,12,12,12,8,12,12,12,5,5,5,5,12,
12,12,6,12,12,12,12,12,12,6,12,12,12,12,12,12,8,12,12,12,12,5,5,5,5,
12,12,6,12,12,12,12,12,12,6,12,12,12,12,12,12,8,12,12,12,12,12,2,12,12,
12,12,6,6,6,6,6,6,6,6,12,12,12,12,12,12,8,12,12,12,12,12,2,12,12,
12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,2,12,12,
12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,2,12,12,
12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,2,12,12,
12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,2,12,12,
12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,2,12,12,
12,12,2,2,2,2,2,2,2,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,
12,12,11,11,11,11,11,2,10,10,12,12,12,12,10,10,10,10,10,10,10,10,2,10,10,
12,12,11,11,11,11,11,2,10,10,10,12,10,10,10,10,10,10,10,10,10,10,2,10,10,
12,11,11,11,11,11,11,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,
12,11,11,11,11,11,11,2,10,10,12,12,12,10,10,10,10,10,10,10,10,10,2,10,10,
11,11,11,11,11,11,11,2,10,12,12,12,12,10,10,10,10,10,10,10,10,10,2,10,10,
8,11,12,11,11,11,11,2,12,12,12,12,12,12,12,10,10,10,10,10,10,10,2,10,10,
8,8,11,11,11,11,11,2,12,12,12,12,12,12,12,12,10,12,12,10,10,10,2,10,10,
12,12,12,11,11,11,11,2,12,12,12,12,12,12,12,12,10,12,10,10,10,10,2,10,10,
12,12,12,12,11,11,11,2,12,12,12,12,12,12,12,12,10,10,10,10,10,10,2,10,12,
12,12,12,12,11,11,11,2,12,12,12,12,12,12,12,10,10,10,10,10,10,10,2,10,12,
12,12,12,12,11,11,11,2,12,12,12,12,12,12,12,10,10,10,10,10,10,10,2,12,12,
12,12,12,11,11,11,11,2,10,10,12,12,12,10,10,12,10,10,10,10,10,10,2,12,12,
12,11,11,11,11,11,11,2,10,10,12,12,12,10,10,10,10,12,10,10,10,10,2,12,12,
12,11,11,11,11,11,11,2,10,10,10,12,10,10,10,10,10,10,10,10,10,10,2,12,12,
