12,5,5,5,5,12,5,5,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
12,12,12,12,5,5,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
12,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,6,6,6,12,12,12,6,12,6,
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,6,6,
5,5,5,5,5,5,5,5,5,5,5,5,12,12,6,6,6,6,6,6,6,6,6,6,6,
12,12,12,12,5,12,12,12,12,12,12,5,12,12,12,6,6,6,6,12,12,12,12,12,12,
5,5,5,5,5,12,12,12,12,12,12,5,12,12,12,6,6,6,6,12,12,12,12,12,12,
12,12,12,12,12,12,12,12,12,12,12,5,12,12,12,12,6,6,6,12,12,12,12,12,12,
12,12,12,12,12,12,12,12,12,12,12,5,12,12,12,12,6,6,12,12,12,12,12,12,6,
2,2,2,2,2,2,2,2,2,12,12,5,12,12,12,6,6,6,12,12,12,12,12,12,6,
2,2,2,2,2,2,2,2,2,12,12,5,12,12,12,6,6,6,12,12,12,12,12,12,12,
2,2,2,2,2,2,2,2,2,12,12,5,12,12,6,6,6,6,12,12,12,12,12,12,12,
12,12,12,12,12,12,12,12,12,12,12,5,12,12,6,6,6,6,12,12,12,12,12,12,6,
12,12,12,12,12,12,12,12,12,12,12,5,12,12,6,6,12,6,12,12,12,12,12,12,6,
2,2,2,5,5,5,5,5,5,5,5,5,12,12,6,6,6,12,12,12,12,12,12,12,12,
2,2,2,12,12,12,12,12,12,12,12,12,12,12,6,12,12,12,12,12,12,12,12,12,12,
8,8,12,12,12,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,
8,12,12,12,8,8,8,8,8,12,12,12,12,12,6,12,12,12,12,12,12,12,12,12,12,
12,12,12,8,8,8,8,8,12,12,12,12,12,12,6,6,12,12,12,12,12,12,12,12,12,
12,12,8,8,8,8,8,12,12,12,12,12,12,12,6,6,6,12,12,12,12,12,12,12,12,
12,8,8,8,8,8,8,12,12,12,12,12,12,12,6,12,6,6,6,6,12,12,12,12,12,
8,8,8,8,12,8,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,12,12,12,12,
8,12,12,12,12,8,12,12,12,12,12,12,12,12,6,6,6,6,12,6,6,6,6,12,12,
12,12,12,12,12,8,12,12,12,12,12,12,12,12,6,6,6,12,12,12,6,6,6,6,12,
12,12,12,12,12,8,12,12,12,12,12,12,12,12,6,6,6,6,12,6,6,6,6,6,12,
