0,0,0,0,0,90,20,20,20,20,0,0,0,0,0,0,0,0,90,90,90,90,90,90,90
0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90
0,0,0,0,0,0,20,20,20,0,0,90,0,0,90,0,0,0,0,90,90,90,90,90,90
0,0,0,0,0,0,20,20,20,0,0,0,90,90,0,0,0,0,90,90,90,90,90,90,90
90,0,0,0,0,0,20,20,20,0,0,0,90,90,0,0,0,0,0,0,90,90,90,90,90
90,90,90,0,0,0,90,20,90,0,0,90,0,0,90,0,0,0,0,0,90,90,90,90,90
90,90,90,0,0,0,90,20,90,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,90
90,90,90,0,90,0,0,90,0,0,0,0,0,0,0,90,90,90,0,90,90,90,90,90,90
90,90,90,0,0,0,0,0,0,0,0,0,90,90,90,90,90,90,0,90,90,90,90,90,90
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,90,90,90,90,90,90,90
0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,90,90,90,90,90,90
90,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90
0,0,0,0,0,0,90,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90
0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90
0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90
0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
